arm,randomisation,is_reference,n_images_cam,n_patients_auroc,spearman_to_trained_cam_mean,spearman_to_trained_cam_sd,spearman_within_imaged_pixels_mean,spearman_within_imaged_pixels_sd,frac_joint_mean,auroc_5y_rank_score,auroc_5y_risk_scale,mean_risk_5y
m2_frontal,none_five_seed_ensemble,True,60,734,,,,,,0.8366918532659895,0.8366918532659895,0.147840381509827
m2_frontal,none_seed0,True,60,734,0.6086643185437199,0.1436888752246531,0.6042287156086523,0.1806822520007444,0.3439814861678583,0.7894120091630478,0.7894120091630478,0.1693892393422851
m2_frontal,denseblock4,False,60,734,-0.1122905482566304,0.159663612753975,-0.0854031412995383,0.1802181826668864,0.2260897430912124,0.4142308086185605,0.4143114828812729,0.9999999999736858
m2_frontal,denseblock3,False,60,734,0.2918769724077119,0.2130321700795867,0.1187186032518248,0.1675845893345383,0.3740806583443015,0.5686921438583504,0.5691389862761692,0.9999999999617049
m2_frontal,denseblock1,False,60,734,0.094537980802536,0.1992330898732247,-0.1037111715631651,0.1727299356637467,0.3041149644582727,0.3541609963834183,0.3541804789434351,0.9999999999356988
m2_frontal,head,False,60,734,0.027991815027031,0.1978378267627872,-0.0117687473680337,0.2264080452891088,0.3511881863196069,0.2335751641742111,0.233685327316782,0.9999999999335256
m2_frontal,all,False,60,734,0.3951467670929474,0.1553756657320669,0.2680614204363218,0.2183042872111081,0.3797632024223822,0.5195001814178642,0.5195639728304224,0.999999999908009
