arm,seed,epoch,train_nll,val_nll,lr,secs,improved
m4_fusion,20250720,6,0.5364121655278583,0.5951637213262837,0.0009578866633275,13.69,True
m4_fusion,20250720,7,0.5068816535964408,0.6332236304292455,0.0009397368756032,13.82,False
m4_fusion,20250720,8,0.4918140818818916,0.6036544549450457,0.0009185832391312,13.72,False
m4_fusion,20250720,9,0.4596093106577047,0.6527087416440079,0.0008945702546981,13.56,False
m4_fusion,20250720,10,0.4350277712809098,0.6653109195938083,0.0008678619553365,13.56,False
m4_fusion,20250720,11,0.4047618403657553,0.7064519496335855,0.0008386407858128,13.4,False
m4_fusion,20250720,12,0.3654212443068307,0.727332606182937,0.0008071063563448,13.38,False
m4_fusion,20250720,13,0.3672663485071476,0.7457418520517318,0.0007734740790612,13.78,False
m4_fusion,20250720,14,0.3445674062378144,0.6881794818485512,0.0007379736965185,13.8,False
m4_fusion,20250721,0,0.6065551555684996,0.6290457450879808,0.0005060975609756,8.41,True
m4_fusion,20250721,1,0.596974702469416,0.6680211329038434,0.001,8.22,False
m4_fusion,20250721,2,0.6025829523744382,0.6271135116231895,0.0009982922465033,8.31,True
m4_fusion,20250721,3,0.5833588213015614,0.6109510478297372,0.0009931806517013,13.94,True
m4_fusion,20250721,4,0.5652000183774327,0.6502945054430068,0.0009847001329696,13.63,False
m4_fusion,20250721,5,0.5551140695149959,0.598751569618901,0.0009729086208503,13.53,True
m4_fusion,20250721,6,0.5121948105751435,0.5829663627080792,0.0009578866633275,13.33,True
m4_fusion,20250721,7,0.4880014699031392,0.5639647826387423,0.0009397368756032,13.77,True
m4_fusion,20250721,8,0.4569397165940676,0.5959984645231411,0.0009185832391312,13.34,False
m4_fusion,20250721,9,0.4391457598850217,0.5764199757221784,0.0008945702546981,13.58,False
m4_fusion,20250721,10,0.4244403345047394,0.6034641500869933,0.0008678619553365,13.52,False
m4_fusion,20250721,11,0.3741837308786967,0.6552642778301528,0.0008386407858128,13.73,False
m4_fusion,20250721,12,0.3790841600159632,0.6977792064172949,0.0008071063563448,13.51,False
m4_fusion,20250721,13,0.3353325472401746,0.7140129464773485,0.0007734740790612,13.43,False
m4_fusion,20250721,14,0.3149862071710974,0.7004902284853293,0.0007379736965185,13.39,False
m4_fusion,20250721,15,0.3026850039329602,0.7951473853547749,0.0007008477123264,13.41,False
m4_fusion,20250722,0,0.605761459866011,0.6294990084375864,0.0005060975609756,8.28,True
m4_fusion,20250722,1,0.5981946150461833,0.665415802726343,0.001,8.23,False
m4_fusion,20250722,2,0.5997514261675708,0.6319685698280081,0.0009982922465033,8.18,False
m4_fusion,20250722,3,0.5982810382869432,0.645336471533415,0.0009931806517013,13.4,False
m4_fusion,20250722,4,0.5632332588206825,0.6385946981395028,0.0009847001329696,13.47,False
m4_fusion,20250722,5,0.5528682564064028,0.5759707203530233,0.0009729086208503,13.73,True
m4_fusion,20250722,6,0.5443407592343916,0.5859567485847683,0.0009578866633275,13.68,False
m4_fusion,20250722,7,0.5174167798577246,0.5625980558385919,0.0009397368756032,13.47,True
m4_fusion,20250722,8,0.4970648203052307,0.5366236704432812,0.0009185832391312,13.44,True
m4_fusion,20250722,9,0.476673826615475,0.5738371639975416,0.0008945702546981,13.42,False
m4_fusion,20250722,10,0.4314680461594135,0.6244731200356152,0.0008678619553365,13.62,False
m4_fusion,20250722,11,0.4177869294391432,0.7630752701353885,0.0008386407858128,13.45,False
m4_fusion,20250722,12,0.3940803528176567,0.6806809936960935,0.0008071063563448,13.61,False
m4_fusion,20250722,13,0.3618549837406028,0.7199908630752936,0.0007734740790612,13.5,False
m4_fusion,20250722,14,0.3508187658180391,0.6893048662347502,0.0007379736965185,13.74,False
m4_fusion,20250722,15,0.3373881494450546,0.6929391892485846,0.0007008477123264,13.49,False
m4_fusion,20250722,16,0.307526735071432,0.7606661902559256,0.0006623497346023,13.65,False
m4_fusion,20250723,0,0.6072370218174076,0.633278668699067,0.0005060975609756,8.25,True
m4_fusion,20250723,1,0.5994557826275541,0.6401712141278812,0.001,8.17,False
m4_fusion,20250723,2,0.5958632028631162,0.6254367757517022,0.0009982922465033,8.82,True
m4_fusion,20250723,3,0.5832325901843335,0.6059536645583106,0.0009931806517013,13.61,True
m4_fusion,20250723,4,0.5718860334513963,0.5963729468386553,0.0009847001329696,13.42,True
m4_fusion,20250723,5,0.5372263945596066,0.5662836983121623,0.0009729086208503,13.35,True
m4_fusion,20250723,6,0.5137367820665096,0.5759359704152729,0.0009578866633275,13.53,False
m4_fusion,20250723,7,0.4916052363166919,0.6061308189080301,0.0009397368756032,13.73,False
m4_fusion,20250723,8,0.4520449256851034,0.6290588093878086,0.0009185832391312,13.54,False
m4_fusion,20250723,9,0.4194266462974925,0.6620520927440383,0.0008945702546981,13.62,False
m4_fusion,20250723,10,0.3932177032119736,0.6664918924602727,0.0008678619553365,13.53,False
m4_fusion,20250723,11,0.3640487962203219,0.7738759616366016,0.0008386407858128,13.57,False
m4_fusion,20250723,12,0.3525942940674076,1.1978518303131778,0.0008071063563448,13.45,False
m4_fusion,20250723,13,0.3398286504670977,0.7035328045328761,0.0007734740790612,13.61,False
m4_fusion,20250724,0,0.6038764451567608,0.6343119632057833,0.0005060975609756,8.39,True
m4_fusion,20250724,1,0.5988432909482246,0.6529887664509925,0.001,8.23,False
m4_fusion,20250724,2,0.5948739636151088,0.6174569125080307,0.0009982922465033,8.48,True
m4_fusion,20250724,3,0.5881836386314936,0.6075299081912562,0.0009931806517013,13.72,True
m4_fusion,20250724,4,0.5690144419440415,0.6077742362290365,0.0009847001329696,13.85,False
m4_fusion,20250724,5,0.5468192336215909,0.6546675213343498,0.0009729086208503,13.47,False
m4_fusion,20250724,6,0.5240004199519323,0.612721493540896,0.0009578866633275,13.64,False
m4_fusion,20250724,7,0.503306675703769,0.5598680629608689,0.0009397368756032,13.48,True
m4_fusion,20250724,8,0.4872069887917395,0.6439251019152568,0.0009185832391312,13.55,False
m4_fusion,20250724,9,0.4463096983974839,0.608196377656625,0.0008945702546981,13.42,False
m4_fusion,20250724,10,0.433706127876606,0.62093164375528,0.0008678619553365,13.36,False
m4_fusion,20250724,11,0.3783712892676479,0.6989613268292411,0.0008386407858128,13.75,False
m4_fusion,20250724,12,0.3637696869429093,0.6899346534691612,0.0008071063563448,13.53,False
m4_fusion,20250724,13,0.3546047149078924,0.8134721339448824,0.0007734740790612,13.5,False
m4_fusion,20250724,14,0.3429015642676237,0.7978806552181987,0.0007379736965185,13.77,False
m4_fusion,20250724,15,0.3265303958659571,0.7835669075499493,0.0007008477123264,13.79,False
m3_image,20250720,0,0.6024265929683326,0.6410811326817145,0.0005060975609756,8.23,True
m3_image,20250720,1,0.6076277926478083,0.6371765453066567,0.001,8.25,True
m3_image,20250720,2,0.5964882746884359,0.6184051091264331,0.0009982922465033,8.18,True
m3_image,20250720,3,0.585797738104427,0.6419275978172574,0.0009931806517013,13.6,False
m3_image,20250720,4,0.5669905221545513,0.6057579303929213,0.0009847001329696,13.52,True
m3_image,20250720,5,0.5497293374212261,0.6408913709166028,0.0009729086208503,13.54,False
m3_image,20250720,6,0.5361385142412719,0.6045386688864665,0.0009578866633275,13.68,True
m3_image,20250720,7,0.506656899939153,0.661402599075779,0.0009397368756032,13.49,False
m3_image,20250720,8,0.487054222793478,0.5720027881019751,0.0009185832391312,13.6,True
m3_image,20250720,9,0.4592355384776702,0.6647420655979283,0.0008945702546981,13.43,False
m3_image,20250720,10,0.4191938100063272,0.7414455770320533,0.0008678619553365,13.59,False
m3_image,20250720,11,0.4025716950697017,0.7220917698068742,0.0008386407858128,13.49,False
m3_image,20250720,12,0.373876867684498,0.7169518904430303,0.0008071063563448,13.47,False
m3_image,20250720,13,0.3614652679561994,0.8299322407521399,0.0007734740790612,13.54,False
m3_image,20250720,14,0.3422081614132102,0.8233271197509059,0.0007379736965185,13.49,False
m3_image,20250720,15,0.3111684474182496,0.8441935803380141,0.0007008477123264,13.61,False
m3_image,20250720,16,0.3089344468247684,0.9717656803370822,0.0006623497346023,13.6,False
m3_image,20250721,0,0.6066172906658782,0.6347185281375654,0.0005060975609756,8.27,True
m3_image,20250721,1,0.594675409997704,0.6520068630023378,0.001,8.1,False
m3_image,20250721,2,0.5956648373649759,0.6333423482335302,0.0009982922465033,8.21,True
m3_image,20250721,3,0.5869744650947795,0.6103684996880201,0.0009931806517013,13.48,True
m3_image,20250721,4,0.5707897833546691,0.6209151548622797,0.0009847001329696,13.5,False
m3_image,20250721,5,0.5519685044970816,0.6088267785395225,0.0009729086208503,13.49,True
m3_image,20250721,6,0.5248828863821967,0.6093652937221025,0.0009578866633275,13.43,False
m3_image,20250721,7,0.5071897818863047,0.5943636454862439,0.0009397368756032,13.87,True
m3_image,20250721,8,0.473853670046279,0.6478347444911503,0.0009185832391312,13.53,False
m3_image,20250721,9,0.4419594345208767,0.6494481188583054,0.0008945702546981,13.43,False
m3_image,20250721,10,0.4252187991015943,0.7184849565212198,0.0008678619553365,13.51,False
m3_image,20250721,11,0.3988202409370154,0.7390056443346644,0.0008386407858128,13.54,False
m3_image,20250721,12,0.3889242624623525,0.7426985095238277,0.0008071063563448,13.67,False
m3_image,20250721,13,0.3527790907436626,0.8906776191186356,0.0007734740790612,13.63,False
m3_image,20250721,14,0.3287411090036807,0.7824231931874597,0.0007379736965185,13.76,False
m3_image,20250721,15,0.3108657120596007,0.952373221885433,0.0007008477123264,13.45,False
m3_image,20250722,0,0.6041436270252588,0.6299847721570992,0.0005060975609756,8.36,True
m3_image,20250722,1,0.5959046217345548,0.638359934403787,0.001,8.18,False
m3_image,20250722,2,0.5964493107474149,0.6380929445517012,0.0009982922465033,8.22,False
m3_image,20250722,3,0.5850215061494151,0.6484961072649756,0.0009931806517013,13.8,False
m3_image,20250722,4,0.5593085828314397,0.594382725804599,0.0009847001329696,13.79,True
m3_image,20250722,5,0.5430809959044289,0.5853374765279901,0.0009729086208503,13.65,True
m3_image,20250722,6,0.537342440200564,0.5867045979768127,0.0009578866633275,13.52,False
m3_image,20250722,7,0.5239972031860108,0.616165009348497,0.0009397368756032,13.56,False
m3_image,20250722,8,0.4993112457969974,0.6044144759999581,0.0009185832391312,13.41,False
m3_image,20250722,9,0.4890900418621726,0.5715344337389474,0.0008945702546981,13.86,True
m3_image,20250722,10,0.4499625919426222,0.5941770541853063,0.0008678619553365,13.49,False
m3_image,20250722,11,0.4385962301969298,0.5876783602798646,0.0008386407858128,13.59,False
m3_image,20250722,12,0.4053786028815372,0.6635111587540621,0.0008071063563448,13.57,False
m3_image,20250722,13,0.3626851833466735,0.7239132033284162,0.0007734740790612,13.58,False
m3_image,20250722,14,0.3551131294878749,0.7253957914409841,0.0007379736965185,13.6,False
m3_image,20250722,15,0.3327422054021517,0.7341147809521354,0.0007008477123264,13.51,False
m3_image,20250722,16,0.3156524329832961,0.8346176928797012,0.0006623497346023,13.59,False
m3_image,20250722,17,0.314944946949293,0.8584406640615687,0.0006227427435703,13.63,False
m3_image,20250723,0,0.6067001967071798,0.6350852088552333,0.0005060975609756,8.22,True
m3_image,20250723,1,0.5976705030669137,0.648634976874703,0.001,8.32,False
m3_image,20250723,2,0.6007795814374508,0.6255213237757489,0.0009982922465033,8.36,True
m3_image,20250723,3,0.5833212912656898,0.5968180404951557,0.0009931806517013,13.55,True
m3_image,20250723,4,0.5665554368656724,0.5733119527838829,0.0009847001329696,13.64,True
m3_image,20250723,5,0.5432924687804974,0.5585279223134608,0.0009729086208503,13.47,True
m3_image,20250723,6,0.5216109994274918,0.626796810593405,0.0009578866633275,13.63,False
m3_image,20250723,7,0.503897930340041,0.5806312374748382,0.0009397368756032,13.48,False
m3_image,20250723,8,0.4810424109759358,0.5899488735845282,0.0009185832391312,13.37,False
m3_image,20250723,9,0.4575002599313769,0.6333738877466497,0.0008945702546981,13.39,False
m3_image,20250723,10,0.4352709623803752,0.6900424537402563,0.0008678619553365,13.88,False
m3_image,20250723,11,0.4157722895516366,0.6963926276574581,0.0008386407858128,13.89,False
m3_image,20250723,12,0.3906489632148044,0.7966666519575172,0.0008071063563448,13.57,False
m3_image,20250723,13,0.3707938618947229,0.724937042244607,0.0007734740790612,13.37,False
m3_image,20250724,0,0.6055842202063471,0.6369107285296902,0.0005060975609756,8.31,True
m3_image,20250724,1,0.6033887156631675,0.6434876823428881,0.001,8.23,False
m3_image,20250724,2,0.5943571975465455,0.6241939035649869,0.0009982922465033,8.34,True
m3_image,20250724,3,0.587432498698749,0.5793986671560362,0.0009931806517013,13.49,True
m3_image,20250724,4,0.5675132497886701,0.5807030868387644,0.0009847001329696,13.69,False
m3_image,20250724,5,0.5544514017499022,0.6116223772980915,0.0009729086208503,13.52,False
m3_image,20250724,6,0.537529365592035,0.6072042677094024,0.0009578866633275,13.45,False
m3_image,20250724,7,0.5098907581873252,0.6067990283411882,0.0009397368756032,13.42,False
m3_image,20250724,8,0.496276506336553,0.6437307465607933,0.0009185832391312,13.63,False
m3_image,20250724,9,0.450224423247725,0.9906760668458646,0.0008945702546981,13.48,False
m3_image,20250724,10,0.4502596412263164,0.6598843253611706,0.0008678619553365,13.41,False
m3_image,20250724,11,0.4080485043555555,1.1688273533703066,0.0008386407858128,13.57,False
m2_frontal,20250720,0,0.6121691635149551,0.6483371773932748,0.0005061728395061728,6.77,True
m2_frontal,20250720,1,0.6163744545388886,0.6405069132476912,0.001,6.02,True
m2_frontal,20250720,2,0.6155961294292296,0.628700371536313,0.000998292246503335,6.13,True
m2_frontal,20250720,3,0.6151742123228847,0.6327787658766857,0.0009931806517013613,12.12,False
m2_frontal,20250720,4,0.6074985242203662,0.6261098866651628,0.0009847001329696653,10.91,True
m2_frontal,20250720,5,0.5892650673725287,0.5990506922903716,0.0009729086208503173,10.97,True
m2_frontal,20250720,6,0.5726805409595325,0.5779975047174658,0.0009578866633275287,10.95,True
m2_frontal,20250720,7,0.5618860112624272,0.5835982661419729,0.0009397368756032445,11.04,False
m2_frontal,20250720,8,0.5407950948727759,0.6104278876049163,0.0009185832391312643,10.6,False
m2_frontal,20250720,9,0.5138706265265358,0.6960218966659778,0.0008945702546981969,10.93,False
m2_frontal,20250720,10,0.4902287296973884,0.6024870416328525,0.0008678619553365659,10.82,False
m2_frontal,20250720,11,0.46218019102241603,0.6069831117709704,0.0008386407858128706,11.06,False
m2_frontal,20250720,12,0.4284354359049915,0.7752336179051504,0.000807106356344834,10.79,False
m2_frontal,20250720,13,0.4130186124621161,0.7303378664313662,0.0007734740790612135,11.07,False
m2_frontal,20250720,14,0.3858939327685964,0.7308762936883894,0.0007379736965185368,10.94,False
m2_frontal,20250721,0,0.6133532171647984,0.6363922413811861,0.0005061728395061728,6.07,True
m2_frontal,20250721,1,0.6160571903636212,0.6435933750227933,0.001,5.99,False
m2_frontal,20250721,2,0.6128909311981025,0.6423901305076231,0.000998292246503335,6.07,False
m2_frontal,20250721,3,0.6109354180448195,0.6279192220027691,0.0009931806517013613,10.93,True
m2_frontal,20250721,4,0.6007886468072424,0.5947967627421129,0.0009847001329696653,10.82,True
m2_frontal,20250721,5,0.5864738087536012,0.5893373969360876,0.0009729086208503173,11.4,True
m2_frontal,20250721,6,0.5771759238682295,0.5875264930451095,0.0009578866633275287,10.85,True
m2_frontal,20250721,7,0.564053449699015,0.5948819620683148,0.0009397368756032445,10.92,False
m2_frontal,20250721,8,0.5484578552260857,0.5851587654498205,0.0009185832391312643,11.07,True
m2_frontal,20250721,9,0.5338524651508951,0.6292925402872189,0.0008945702546981969,10.96,False
m2_frontal,20250721,10,0.4949829176345108,0.6588330492813832,0.0008678619553365659,10.85,False
m2_frontal,20250721,11,0.4788249224055293,0.6206526361691478,0.0008386407858128706,10.83,False
m2_frontal,20250721,12,0.4547093374994886,0.6526461240866416,0.000807106356344834,10.94,False
m2_frontal,20250721,13,0.42559609863757164,0.7488969622491378,0.0007734740790612135,10.99,False
m2_frontal,20250721,14,0.39158214776324046,0.91971951260704,0.0007379736965185368,10.99,False
m2_frontal,20250721,15,0.39415168499822034,0.6556260964505175,0.0007008477123264848,11.0,False
m2_frontal,20250721,16,0.3566652296237855,0.7354633614313018,0.0006623497346023419,10.67,False
m2_frontal,20250722,0,0.613882442376931,0.6397192190241862,0.0005061728395061728,6.08,True
m2_frontal,20250722,1,0.6169489337932953,0.6474468781541901,0.001,6.29,False
m2_frontal,20250722,2,0.6157181495483446,0.6396569662594864,0.000998292246503335,6.08,True
m2_frontal,20250722,3,0.6124153693578561,0.646001576554856,0.0009931806517013613,10.68,False
m2_frontal,20250722,4,0.6064727052631024,0.611359441716172,0.0009847001329696653,10.99,True
m2_frontal,20250722,5,0.5992564817792491,0.6120756705512391,0.0009729086208503173,10.74,False
m2_frontal,20250722,6,0.5769297397081328,0.6103713881517701,0.0009578866633275287,10.83,True
m2_frontal,20250722,7,0.5665018049648303,0.6331309149390149,0.0009397368756032445,11.34,False
m2_frontal,20250722,8,0.555646660112006,0.5939132440895912,0.0009185832391312643,10.99,True
m2_frontal,20250722,9,0.5342181417226053,0.6163966994789617,0.0008945702546981969,10.87,False
m2_frontal,20250722,10,0.5073701992815494,0.6396509534761257,0.0008678619553365659,10.9,False
